"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Portal Code","Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
Bangalore-2-FV-FMCG-DC,IRA35929930,TD11,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356633,"Yera Prima Pyramid Zest Glass Tumbler 275 ml  (Set of 6)",18,167,167,Correct,197.06,197.06,Correct,375,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Kolkatta-FMCG-DC,IRA35931911,CT6B,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - KOLKATA (BBKOL001)",Kolkatta-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356646,"Yera Premium Glass Coffee Teacups/Mugs 180 ml  (Set of 6)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,12,12,0,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
Kolkatta-FMCG-DC,IRA35931911,"JR245 4 piece","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - KOLKATA (BBKOL001)",Kolkatta-FMCG-DC,31-03-2026,30-04-2026,70133900,BigBasket,40207577,"Yera Glass Jar Set With Blue Printed Lids - Small 245 ml  (Set of 4)",18,98,98,Correct,115.64,115.64,Correct,200,,Incorrect,108,36,30,6,"Baroda Warehouse 1 - PO Qty: 36, Available: 36, Unavailable: 0",
Noida-New-FC,IRA35934770,CM225,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED- GREATER NOIDA",Noida-New-FC,31-03-2026,30-04-2026,70134900,BigBasket,40356649,"Yera Premium Glass Irish Coffee Mug 225 ml  (Set of 6)",18,343,343,Correct,404.74,404.74,Correct,700,,Incorrect,0,12,12,0,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
Noida-New-FC,IRA35934877,"ISS-0495-0380 (magnus)","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED- GREATER NOIDA",Noida-New-FC,31-03-2026,30-04-2026,70133700,BigBasket,40291322,"Yera Mason Jar With Lid - Transparent 440 ml  (1 pc)",18,51,51,Correct,60.18,60.18,Correct,100,,Incorrect,240,80,80,0,"Baroda Warehouse 1 - PO Qty: 80, Available: 80, Unavailable: 0",
Noida-New-FC,IRA35934877,JR275CL,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED- GREATER NOIDA",Noida-New-FC,31-03-2026,30-04-2026,70134900,BigBasket,40240201,"Yera Round Storage Jar - With Plastic Capsicum Lid, Plain Design, Ideal For Storing Snacks & Pickles 280 ml  (Set of 3)",18,114.75,114.75,Correct,135.41,135.405,Correct,225,,Incorrect,0,20,20,0,"Baroda Warehouse 1 - PO Qty: 20, Available: 20, Unavailable: 0",
"Hyderabad-FV-FMCG DC",IRA35933003,CM225,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Hyderbad","Hyderabad-FV-FMCG DC",31-03-2026,30-04-2026,70134900,BigBasket,40356649,"Yera Premium Glass Irish Coffee Mug 225 ml  (Set of 6)",18,343,343,Correct,404.74,404.74,Correct,700,,Incorrect,0,6,6,0,"Baroda Warehouse 1 - PO Qty: 6, Available: 6, Unavailable: 0",
"Hyderabad-FV-FMCG DC",IRA35933003,KSM600,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Hyderbad","Hyderabad-FV-FMCG DC",31-03-2026,30-04-2026,70133900,BigBasket,40207580,"Yera Glass Storage Jar - With Steel See Through Lid 595 ml  (Set of 2)",18,155.55,155.55,Correct,183.55,183.549,Correct,305,,Incorrect,0,30,26,4,"Baroda Warehouse 1 - PO Qty: 30, Available: 26, Unavailable: 4<br>PO Required: 4",
Bangalore-2-FV-FMCG-DC,IRA35929930,TH10SQ,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356626,"Yera Prima Oak Whiskey Glass Tumbler 295 ml  (Set of 6)",18,186.2,186.2,Correct,219.72,219.716,Correct,380,,Incorrect,0,56,0,56,"Baroda Warehouse 1 - PO Qty: 56, Available: 0, Unavailable: 56<br>PO Required: 56",
Bangalore-2-FV-FMCG-DC,IRA35929930,TH8AL,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356627,"Yera Prima Milan Zest Glass Tumbler 240 ml  (Set of 6)",18,161.7,161.7,Correct,190.81,190.806,Correct,330,,Incorrect,0,40,0,40,"Baroda Warehouse 1 - PO Qty: 40, Available: 0, Unavailable: 40<br>PO Required: 40",
Bangalore-2-FV-FMCG-DC,IRA35929930,TH9THD,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356628,"Yera Prima Austin Zest Glass Tumbler 245 ml  (Set of 6)",18,147,147,Correct,173.46,173.46,Correct,300,,Incorrect,0,40,40,0,"Baroda Warehouse 1 - PO Qty: 40, Available: 40, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,TB10,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356629,"Yera Prima Berlin Zest Glass Tumbler 260 ml  (Set of 6)",18,147,147,Correct,173.46,173.46,Correct,300,,Incorrect,0,36,0,36,"Baroda Warehouse 1 - PO Qty: 36, Available: 0, Unavailable: 36<br>PO Required: 36",
Bangalore-2-FV-FMCG-DC,IRA35929930,TH8,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356630,"Yera Prima Bonn Zest Glass Tumbler 210 ml  (Set of 6)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,12,12,0,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,TH10THD,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356631,"Yera Long Aqua Glass Tumblers 285 ml  (Set of 6)",18,171.5,171.5,Correct,202.37,202.37,Correct,350,,Incorrect,0,16,16,0,"Baroda Warehouse 1 - PO Qty: 16, Available: 16, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,TH10ALG,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133700,BigBasket,40356632,"Yera Prima Zest Whiskey Glass Tumbler 290 ml  (Set of 6)",18,176.4,176.4,Correct,208.15,208.152,Correct,360,,Incorrect,0,32,32,0,"Baroda Warehouse 1 - PO Qty: 32, Available: 32, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,"KSM-1000 WOODY","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356639,"Yera Square Glass Jar - With Wooden Finish Lid 1 L",18,110.25,110.25,Correct,130.1,130.095,Correct,225,,Incorrect,0,48,48,0,"Baroda Warehouse 1 - PO Qty: 48, Available: 48, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,KSM-235,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356640,"Yera Classic Square Jar - With Stainless Steel Lid 240 ml  (Set of 6)",18,257.25,257.25,Correct,303.56,303.555,Correct,525,,Incorrect,0,36,36,0,"Baroda Warehouse 1 - PO Qty: 36, Available: 36, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,KSM-3000,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356641,"Yera Elegant Glass Jar - Square Shaped 3 L",18,196,196,Correct,231.28,231.28,Correct,400,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,PJS-550,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356642,"Yera Glass Square Clear Jar 1.5 L  (Set of 2)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,40,40,0,"Baroda Warehouse 1 - PO Qty: 40, Available: 40, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,PJS-1000,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356643,"Yera Glass Square Clear Jar 1 L",18,85.75,85.75,Correct,101.19,101.185,Correct,175,,Incorrect,0,48,0,48,"Baroda Warehouse 1 - PO Qty: 48, Available: 0, Unavailable: 48<br>PO Required: 48",
Bangalore-2-FV-FMCG-DC,IRA35929930,PJS-2000,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356644,"Yera Glass Square Clear Jar 2 L",18,124.95,124.95,Correct,147.44,147.441,Correct,255,,Incorrect,0,48,48,0,"Baroda Warehouse 1 - PO Qty: 48, Available: 48, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,CT9,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356645,"Yera Premium Glass Coffee Teacups/Mugs 240 ml  (Set of 6)",18,220.5,220.5,Correct,260.19,260.19,Correct,450,,Incorrect,0,40,40,0,"Baroda Warehouse 1 - PO Qty: 40, Available: 40, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,CT6B,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356646,"Yera Premium Glass Coffee Teacups/Mugs 180 ml  (Set of 6)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,36,36,0,"Baroda Warehouse 1 - PO Qty: 36, Available: 36, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,CT9D1,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356647,"Yera Premium Moulded Design Glass Coffee Teacups/Mugs 240 ml  (Set of 6)",18,166.6,166.6,Correct,196.59,196.588,Correct,340,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,CT9D2,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356648,"Yera Glass Tea Cup 240 ml  (Set of 6)",18,166.6,166.6,Correct,196.59,196.588,Correct,340,,Incorrect,0,56,56,0,"Baroda Warehouse 1 - PO Qty: 56, Available: 56, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,CM225,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356649,"Yera Premium Glass Irish Coffee Mug 225 ml  (Set of 6)",18,343,343,Correct,404.74,404.74,Correct,700,,Incorrect,0,12,6,6,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,"BM355M32-2 PC","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356651,"Yera Falooda Glass Mug - With Moulded Design 360 ml  (Set of 2)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,60,60,0,"Baroda Warehouse 1 - PO Qty: 60, Available: 60, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,GS1700,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356652,"Yera Premium Glass Water Jug 1.6 L",18,147,147,Correct,173.46,173.46,Correct,300,,Incorrect,0,36,0,36,"Baroda Warehouse 1 - PO Qty: 36, Available: 0, Unavailable: 36<br>PO Required: 36",
Bangalore-2-FV-FMCG-DC,IRA35929930,IC4IF,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356654,"Yera Glass Bowl 125 ml  (Set of 6)",18,161.7,161.7,Correct,190.81,190.806,Correct,330,,Incorrect,0,12,12,0,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,ICV7M23,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70134900,BigBasket,40356655,"Yera Glass Bowl 100 ml  (Set of 6)",18,142.1,142.1,Correct,167.68,167.678,Correct,290,,Incorrect,0,36,36,0,"Baroda Warehouse 1 - PO Qty: 36, Available: 36, Unavailable: 0",
Bangalore-2-FV-FMCG-DC,IRA35929930,"BS801 ( 2 piece ) orange lid","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,31-03-2026,30-04-2026,70133900,BigBasket,40183528,"Yera Glass Storage Bowl - With Orange Lid 785 ml  (Set of 2)",18,159.25,159.25,Correct,187.92,187.915,Correct,325,,Incorrect,0,18,18,0,"Baroda Warehouse 1 - PO Qty: 18, Available: 18, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,"KR-0600 ( set of 4 )","Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133900,BigBasket,40183555,"Yera Pantry/Cookie/Snacks Round Glass Jar With Blue Lid 580 ml  Set of 4",18,225.4,225.4,Correct,265.97,265.972,Correct,460,,Incorrect,0,12,12,0,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,TH10SQ,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133700,BigBasket,40356626,"Yera Prima Oak Whiskey Glass Tumbler 295 ml  (Set of 6)",18,186.2,186.2,Correct,219.72,219.716,Correct,380,,Incorrect,0,32,0,32,"Baroda Warehouse 1 - PO Qty: 32, Available: 0, Unavailable: 32<br>PO Required: 32",
Mumbai-GM-NDC,IRA35930049,TH8AL,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133700,BigBasket,40356627,"Yera Prima Milan Zest Glass Tumbler 240 ml  (Set of 6)",18,161.7,161.7,Correct,190.81,190.806,Correct,330,,Incorrect,0,48,0,48,"Baroda Warehouse 1 - PO Qty: 48, Available: 0, Unavailable: 48<br>PO Required: 48",
Mumbai-GM-NDC,IRA35930049,TH9THD,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133700,BigBasket,40356628,"Yera Prima Austin Zest Glass Tumbler 245 ml  (Set of 6)",18,147,147,Correct,173.46,173.46,Correct,300,,Incorrect,0,8,8,0,"Baroda Warehouse 1 - PO Qty: 8, Available: 8, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,TH8,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133700,BigBasket,40356630,"Yera Prima Bonn Zest Glass Tumbler 210 ml  (Set of 6)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,TH10THD,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133700,BigBasket,40356631,"Yera Long Aqua Glass Tumblers 285 ml  (Set of 6)",18,171.5,171.5,Correct,202.37,202.37,Correct,350,,Incorrect,0,8,8,0,"Baroda Warehouse 1 - PO Qty: 8, Available: 8, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,TD11,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70133700,BigBasket,40356633,"Yera Prima Pyramid Zest Glass Tumbler 275 ml  (Set of 6)",18,167,167,Correct,197.06,197.06,Correct,375,,Incorrect,0,16,16,0,"Baroda Warehouse 1 - PO Qty: 16, Available: 16, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,"KSM-300 WOODY","Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356637,"Yera Square Borosilicate Glass Jar - With Wooden Lid 320 ml  (Set of 3)",18,154.35,154.35,Correct,182.13,182.133,Correct,315,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,"KSM-600 WOODY","Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356638,"Yera Square Borosilicate Glass Jar - With Wooden Finish Lid 595 ml  (Set of 2)",18,149.45,149.45,Correct,176.35,176.351,Correct,305,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,"KSM-1000 WOODY","Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356639,"Yera Square Glass Jar - With Wooden Finish Lid 1 L",18,110.25,110.25,Correct,130.1,130.095,Correct,225,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,KSM-3000,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356641,"Yera Elegant Glass Jar - Square Shaped 3 L",18,196,196,Correct,231.28,231.28,Correct,400,,Incorrect,0,48,48,0,"Baroda Warehouse 1 - PO Qty: 48, Available: 48, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,PJS-550,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356642,"Yera Glass Square Clear Jar 1.5 L  (Set of 2)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,20,20,0,"Baroda Warehouse 1 - PO Qty: 20, Available: 20, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,PJS-1000,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356643,"Yera Glass Square Clear Jar 1 L",18,85.75,85.75,Correct,101.19,101.185,Correct,175,,Incorrect,0,48,0,48,"Baroda Warehouse 1 - PO Qty: 48, Available: 0, Unavailable: 48<br>PO Required: 48",
Mumbai-GM-NDC,IRA35930049,PJS-2000,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356644,"Yera Glass Square Clear Jar 2 L",18,124.95,124.95,Correct,147.44,147.441,Correct,255,,Incorrect,0,60,60,0,"Baroda Warehouse 1 - PO Qty: 60, Available: 60, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,CT9,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356645,"Yera Premium Glass Coffee Teacups/Mugs 240 ml  (Set of 6)",18,220.5,220.5,Correct,260.19,260.19,Correct,450,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,CT9D1,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356647,"Yera Premium Moulded Design Glass Coffee Teacups/Mugs 240 ml  (Set of 6)",18,166.6,166.6,Correct,196.59,196.588,Correct,340,,Incorrect,0,8,8,0,"Baroda Warehouse 1 - PO Qty: 8, Available: 8, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,CT9D2,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356648,"Yera Glass Tea Cup 240 ml  (Set of 6)",18,166.6,166.6,Correct,196.59,196.588,Correct,340,,Incorrect,0,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
Mumbai-GM-NDC,IRA35930049,BM350,"Innovative Retail Concepts Pvt Ltd - Mumbai-GM-NDC",Mumbai-GM-NDC,31-03-2026,30-04-2026,70134900,BigBasket,40356650,"Yera Glass Beer Mugs - With Handle 350 ml  (Set of 2)",18,122.5,122.5,Correct,144.55,144.55,Correct,250,,Incorrect,0,48,48,0,"Baroda Warehouse 1 - PO Qty: 48, Available: 48, Unavailable: 0",
