"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
"MOKSH ENTERPRISES PRIVATE LIMITED",MBIPO332991,SKB2225-S2,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED
Survey no 95/2 and 4/1
Anugondanahalli village
Bangalore, Karnataka - 562114, India",16-01-2026,15-02-2026,70133700,943306,"Sanjeev Kapoor White Wine Goblet (230ml, Set of 2) 2.0 pieces",18,172.91,0,Incorrect,202.96,0,Incorrect,372,0,Incorrect,0,18,0,0,,"SKU Not Found | Customer Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBLPO357199,485709,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED, ECOM EXPRESS LIMITED
2/3, 3/1, 3/2, 21/1, 21/3, Ekarajapura Village,
Bangalore, Karnataka - 560067, India",15-01-2026,14-02-2026,82159900,485709,"Neelam Stainless Steel Soup or Curry Ladle (30cm, Silver) 1.0 Piece",18,45.19,0,Incorrect,53.10,0,Incorrect,100,0,Incorrect,0,324,0,0,,"SKU Not Found | Customer Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBLPO357199,864949,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED, ECOM EXPRESS LIMITED
2/3, 3/1, 3/2, 21/1, 21/3, Ekarajapura Village,
Bangalore, Karnataka - 560067, India",15-01-2026,14-02-2026,73239390,864949,"Neelam Stainless Steel Flat Bottom Tope (Silver) 1.0 Piece",5,111.81,0,Incorrect,116.55,0,Incorrect,209,0,Incorrect,0,528,0,0,,"SKU Not Found | Customer Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBLPO357199,93306,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED, ECOM EXPRESS LIMITED
2/3, 3/1, 3/2, 21/1, 21/3, Ekarajapura Village,
Bangalore, Karnataka - 560067, India",15-01-2026,14-02-2026,70133700,93306,"Sanjeev Kapoor Infinity White Wine Glass (195ml, Transparent, Pack of 6) 6.0 pieces",18,384.47,0,Incorrect,453.12,0,Incorrect,995,0,Incorrect,0,72,0,0,,"SKU Not Found | Customer Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBLPO357199,997890,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED, ECOM EXPRESS LIMITED
2/3, 3/1, 3/2, 21/1, 21/3, Ekarajapura Village,
Bangalore, Karnataka - 560067, India",15-01-2026,14-02-2026,82159900,997890,"Neelam Stainless Steel Slotted Palta (32cm, Silver) 1.0 Piece",18,45.19,0,Incorrect,53.10,0,Incorrect,100,0,Incorrect,0,180,0,0,,"SKU Not Found | Customer Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO282922,485709,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",15-01-2026,14-02-2026,82159900,485709,"Neelam Stainless Steel Soup or Curry Ladle (30cm, Silver) 1.0 Piece",18,45.19,0,Incorrect,53.10,0,Incorrect,100,0,Incorrect,0,72,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO282922,864949,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",15-01-2026,14-02-2026,73239390,864949,"Neelam Stainless Steel Flat Bottom Tope (Silver) 1.0 Piece",5,111.81,0,Incorrect,116.55,0,Incorrect,176,0,Incorrect,0,384,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO282922,997890,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",15-01-2026,14-02-2026,82159900,997890,"Neelam Stainless Steel Slotted Palta (32cm, Silver) 1.0 Piece",18,45.19,0,Incorrect,53.10,0,Incorrect,100,0,Incorrect,0,36,0,0,,"SKU Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBIPO332527,485709,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED
Survey no 95/2 and 4/1
Anugondanahalli village
Bangalore, Karnataka - 562114, India",15-01-2026,14-02-2026,82159900,485709,"Neelam Stainless Steel Soup or Curry Ladle (30cm, Silver) 1.0 Piece",18,45.19,0,Incorrect,53.10,0,Incorrect,100,0,Incorrect,0,216,0,0,,"SKU Not Found | Customer Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBIPO332527,864949,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED
Survey no 95/2 and 4/1
Anugondanahalli village
Bangalore, Karnataka - 562114, India",15-01-2026,14-02-2026,73239390,864949,"Neelam Stainless Steel Flat Bottom Tope (Silver) 1.0 Piece",5,111.81,0,Incorrect,116.55,0,Incorrect,176,0,Incorrect,0,384,0,0,,"SKU Not Found | Customer Not Found"
"PJTJ TECHNOLOGIES PRIVATE LIMITED",KWBPO58652,91985,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",15-01-2026,16-02-2026,70139900,91985,"Pasabahce Allegra Champagne Flute Glass (195ml, Transparent, Pack of 6) 6.0 pieces",18,1077,0,Incorrect,1270.86,0,Incorrect,2154,0,Incorrect,0,88,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,1026F07,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70133700,225817,"Ocean Sante Flute Champagne (210ml, Set of 2, Ideal for White or Red Wine, Flat Bottom, Crystal) 2.0 pieces",18,349.15,0,Incorrect,411.82,0,Incorrect,635,0,Incorrect,0,150,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,37032,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70133700,37032,"Ocean White Wine Glasses (195ml, Transparent, Pack of 6) 6.0 pieces",18,595.53,0,Incorrect,702.10,0,Incorrect,1152,0,Incorrect,0,288,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,8693357208742,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70139900,384591,"Pasabahce Allegra Stem Glass (195ml, Set of 2, Transparent, Elegant & Durable Wine & Champagne Flute Glassware) 2.0 pieces",18,356.72,0,Incorrect,420.08,0,Incorrect,732,0,Incorrect,0,144,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,1026R15,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70133700,460559,"Ocean Sante Red Wine Glasses (420ml, Set of 2, Lead Free, Shatter Resistant, Clear) 2.0 pieces",18,349.15,0,Incorrect,411.82,0,Incorrect,635,0,Incorrect,0,150,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,57142,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70133700,57142,"Sanjeev Kapoor Infinity Red Wine Glass (230ml, Transparent, Pack of 6) 6.0 pieces",18,403.75,0,Incorrect,475.54,0,Incorrect,1045,0,Incorrect,0,192,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,73683,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70133700,73683,"Ocean Madison Bordeaux Glass (600ml, Transparent, Pack of 6) 6.0 pieces",18,1030.05,0,Incorrect,1215.40,0,Incorrect,2099,0,Incorrect,0,52,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,93306,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70133700,93306,"Sanjeev Kapoor Infinity White Wine Glass (195ml, Transparent, Pack of 6) 6.0 pieces",18,384.47,0,Incorrect,453.12,0,Incorrect,995,0,Incorrect,0,48,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",CMFPO283141,8693357208728,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI 1","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey No.26,27,28 C1 Building, Savad Naka Road, Global Logistics Company,
village Janval-Lonad, Bhiwandi, Thane
Bhiwandi, Maharashtra - 421302, India",16-01-2026,15-02-2026,70139900,943114,"Pasabahce Allegra Stem Glass (350ml, Set of 2, Clear, Durable Wine & Champagne Flute Glassware) 2.0 pieces",18,356.72,0,Incorrect,420.08,0,Incorrect,732,0,Incorrect,0,132,0,0,,"SKU Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBIPO331157,1P01640,"MOKSH ENTERPRISES PRIVATE LIMITED - Bangalore","MOKSH ENTERPRISES PRIVATE LIMITED
Survey no 95/2 and 4/1
Anugondanahalli village
Bangalore, Karnataka - 562114, India",13-01-2026,12-02-2026,70133700,396549,"Ocean Set of 6,Glass, Caffe Kenya Mug Set - 320 ml 1.0 pack",18,547.82,0,Incorrect,645.46,0,Incorrect,905,0,Incorrect,0,80,0,0,,"SKU Not Found | Customer Not Found"
"CLOUDKART VENTURES PRIVATE LIMITED",CHCPO308492,1026F07,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,225817,"Ocean Sante Flute Champagne (210ml, Set of 2, Ideal for White or Red Wine, Flat Bottom, Crystal) 2.0 pieces",18,349.15,0,Incorrect,411.82,0,Incorrect,635,0,Incorrect,0,60,0,0,,"SKU Not Found"
"CLOUDKART VENTURES PRIVATE LIMITED",CHCPO308492,37032,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,37032,"Ocean White Wine Glasses (195ml, Transparent, Pack of 6) 6.0 pieces",18,595.53,0,Incorrect,702.10,0,Incorrect,1152,0,Incorrect,0,156,0,0,,"SKU Not Found"
"CLOUDKART VENTURES PRIVATE LIMITED",CHCPO308492,8693357208742,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70139900,384591,"Pasabahce Allegra Stem Glass (195ml, Set of 2, Transparent, Elegant & Durable Wine & Champagne Flute Glassware) 2.0 pieces",18,356.72,0,Incorrect,420.08,0,Incorrect,732,0,Incorrect,0,60,0,0,,"SKU Not Found"
"CLOUDKART VENTURES PRIVATE LIMITED",CHCPO308492,1026R15,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,460559,"Ocean Sante Red Wine Glasses (420ml, Set of 2, Lead Free, Shatter Resistant, Clear) 2.0 pieces",18,349.15,0,Incorrect,411.82,0,Incorrect,635,0,Incorrect,0,60,0,0,,"SKU Not Found"
"CLOUDKART VENTURES PRIVATE LIMITED",CHCPO308492,57142,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,57142,"Sanjeev Kapoor Infinity Red Wine Glass (230ml, Transparent, Pack of 6) 6.0 pieces",18,403.75,0,Incorrect,475.54,0,Incorrect,1045,0,Incorrect,0,96,0,0,,"SKU Not Found"
"CLOUDKART VENTURES PRIVATE LIMITED",CHCPO308492,8693357208728,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70139900,943114,"Pasabahce Allegra Stem Glass (350ml, Set of 2, Clear, Durable Wine & Champagne Flute Glassware) 2.0 pieces",18,356.72,0,Incorrect,420.08,0,Incorrect,732,0,Incorrect,0,60,0,0,,"SKU Not Found"
"MOKSH ENTERPRISES PRIVATE LIMITED",MBJPO35679,93306,"MOKSH ENTERPRISES PRIVATE LIMITED - BLR DHL","MOKSH ENTERPRISES PRIVATE LIMITED
Survey Nos. 50, 51/1 to 51/7, 52/2, 53/2 and part of 311/1, 313/1 to 313/3,
Mayasandra Village, Attibele Hobli, Anekal Taluk, Bangalore
Bangalore, Karnataka - 562107, India",10-01-2026,09-02-2026,70133700,93306,"Sanjeev Kapoor Infinity White Wine Glass (195ml, Transparent, Pack of 6) 6.0 pieces",18,384.47,0,Incorrect,453.12,0,Incorrect,995,0,Incorrect,0,56,0,0,,"SKU Not Found | Customer Not Found"
"PJTJ TECHNOLOGIES PRIVATE LIMITED",FC5PO338800,Nm-14413,"PJTJ TECHNOLOGIES PRIVATE LIMITED - Jhajjar","PJTJ TECHNOLOGIES PRIVATE LIMITED
IndoSpaceÂ Logistics ParkÂ Luhari
B200 VPOÂ Luhari, Pataudi-KulanaÂ Road,MDR-132,Tehsil Jhajjar, District 
Jhajjar, Jhajjar
Jhajjar, Haryana - 124108, India",12-01-2026,11-02-2026,70134900,194353,"La Opala Diva Morocann Gold Full Plate Deco Set (Set of 6) 1.0 pack",18,686.44,0,Incorrect,809.48,0,Incorrect,1350,0,Incorrect,0,12,0,0,,"SKU Not Found"
"PJTJ TECHNOLOGIES PRIVATE LIMITED",FC5PO338800,37032,"PJTJ TECHNOLOGIES PRIVATE LIMITED - Jhajjar","PJTJ TECHNOLOGIES PRIVATE LIMITED
IndoSpaceÂ Logistics ParkÂ Luhari
B200 VPOÂ Luhari, Pataudi-KulanaÂ Road,MDR-132,Tehsil Jhajjar, District 
Jhajjar, Jhajjar
Jhajjar, Haryana - 124108, India",12-01-2026,11-02-2026,70133700,37032,"Ocean White Wine Glasses (195ml, Transparent, Pack of 6) 6.0 pieces",18,595.53,0,Incorrect,702.10,0,Incorrect,1152,0,Incorrect,0,48,0,0,,"SKU Not Found"
"PJTJ TECHNOLOGIES PRIVATE LIMITED",FC5PO338800,Nm-14389,"PJTJ TECHNOLOGIES PRIVATE LIMITED - Jhajjar","PJTJ TECHNOLOGIES PRIVATE LIMITED
IndoSpaceÂ Logistics ParkÂ Luhari
B200 VPOÂ Luhari, Pataudi-KulanaÂ Road,MDR-132,Tehsil Jhajjar, District 
Jhajjar, Jhajjar
Jhajjar, Haryana - 124108, India",12-01-2026,11-02-2026,70134900,657066,"La Opala Novo English Lavender Cup & Saucer Princess Set (Set of 12) 1.0 pack",18,317.8,0,Incorrect,374.06,0,Incorrect,625,0,Incorrect,0,12,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",GCAPO34809,37032,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey Nos. 201/1, 202/1, 203/1, and 197/1, Sancoale Mormugao,
Village Cortalim, 82/1 to 82/16, 68/1, 83/1, Sancoale, Vasco Da Gama, South Goa
Vasco Da Gama, Goa - 403726, India",16-01-2026,17-02-2026,70133700,37032,"Ocean White Wine Glasses (195ml, Transparent, Pack of 6) 6.0 pieces",18,595.53,0,Incorrect,702.10,0,Incorrect,1152,0,Incorrect,0,84,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",GCAPO34809,57142,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey Nos. 201/1, 202/1, 203/1, and 197/1, Sancoale Mormugao,
Village Cortalim, 82/1 to 82/16, 68/1, 83/1, Sancoale, Vasco Da Gama, South Goa
Vasco Da Gama, Goa - 403726, India",16-01-2026,17-02-2026,70133700,57142,"Sanjeev Kapoor Infinity Red Wine Glass (230ml, Transparent, Pack of 6) 6.0 pieces",18,403.75,0,Incorrect,475.54,0,Incorrect,1045,0,Incorrect,0,48,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",GCAPO34809,73683,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey Nos. 201/1, 202/1, 203/1, and 197/1, Sancoale Mormugao,
Village Cortalim, 82/1 to 82/16, 68/1, 83/1, Sancoale, Vasco Da Gama, South Goa
Vasco Da Gama, Goa - 403726, India",16-01-2026,17-02-2026,70133700,73683,"Ocean Madison Bordeaux Glass (600ml, Transparent, Pack of 6) 6.0 pieces",18,1030.05,0,Incorrect,1215.40,0,Incorrect,2099,0,Incorrect,0,16,0,0,,"SKU Not Found"
"CLOUDSTORE RETAIL PRIVATE LIMITED",GCAPO34809,93306,"CLOUDSTORE RETAIL PRIVATE LIMITED - BHIWANDI","CLOUDSTORE RETAIL PRIVATE LIMITED
Survey Nos. 201/1, 202/1, 203/1, and 197/1, Sancoale Mormugao,
Village Cortalim, 82/1 to 82/16, 68/1, 83/1, Sancoale, Vasco Da Gama, South Goa
Vasco Da Gama, Goa - 403726, India",16-01-2026,17-02-2026,70133700,93306,"Sanjeev Kapoor Infinity White Wine Glass (195ml, Transparent, Pack of 6) 6.0 pieces",18,384.47,0,Incorrect,453.12,0,Incorrect,995,0,Incorrect,0,40,0,0,,"SKU Not Found"
"PJTJ TECHNOLOGIES PRIVATE LIMITED",GGNPO314487,1026F07,"PJTJ TECHNOLOGIES PRIVATE LIMITED - Gurgaon","PJTJ TECHNOLOGIES PRIVATE LIMITED
PJTJ Delhivery Warehouse
Khasara No. 143/8, 9,11,12,13,14/1, 14/2/1/, 18,19,20,21,Village Bohra Kalan
Gurgaon, Haryana - 122103, India",16-01-2026,15-02-2026,70133700,225817,"Ocean Sante Flute Champagne (210ml, Set of 2, Ideal for White or Red Wine, Flat Bottom, Crystal) 2.0 pieces",18,349.15,0,Incorrect,411.82,0,Incorrect,635,0,Incorrect,0,90,0,0,,"SKU Not Found"
