"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Portal Code","Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,8850222179709,"MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70139900,10151478,10151478,"Ocean Madison Wine Glass",18,348.37,279,Incorrect,411.08,329.22,Incorrect,635,,Incorrect,24,24,0,24,"PO Required: 24",
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,8850222196324,"MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70131000,Blinkit,10167621,"Ocean Cookie Jar & Coffee Mug Set (Glass)",18,565,565,Correct,666.7,666.70,Correct,1029,,Incorrect,0,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,"P00840 2pcs","MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,5V2055801G0054,"MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,6,0,6,"PO Required: 6",
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,1501R08,"MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70133700,Blinkit,10117065,"Ocean Classic Wine Glass(Box)",18,619.8,619,Incorrect,731.36,730.42,Incorrect,1152,,Incorrect,0,8,0,8,"PO Required: 8",
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,P01960,"MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70131000,Blinkit,10125019,"Ocean Centra Whiskey Glass Set(Pack)",18,402.45,402,Correct,474.89,474.36,Incorrect,899,,Incorrect,0,16,0,16,"PO Required: 16",
"MOONSTONE VENTURES LLP - Ranchi R1",2928210054232,4GH010C04401G0001,"MOONSTONE VENTURES LLP - Ranchi R1","MOONSTONE VENTURES LLP - Ranchi R1",27-03-2026,27-03-2026,70131000,Blinkit,10209138,"Ocean Glass Lumi Clear Jar(Box)",18,253.87,253,Incorrect,299.57,298.54,Incorrect,455,,Incorrect,24,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Kundli",2108510153897,5V2055801G0054,"Moonstone Ventures LLP - Kundli","Moonstone Ventures LLP - Kundli",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,18,0,18,"PO Required: 18",
"Moonstone Ventures LLP - Kundli",2108510153897,P00623,"Moonstone Ventures LLP - Kundli","Moonstone Ventures LLP - Kundli",27-03-2026,27-03-2026,70131000,Blinkit,10144271,"Ocean Glass Stack Bowl Set (Transparent)(Carton)",18,255.45,255,Correct,301.43,300.90,Incorrect,799,,Incorrect,72,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Hyderabad H3",6769410129677,5015R1502G0000,"MOONSTONE VENTURES LLP - Hyderabad H3","MOONSTONE VENTURES LLP - Hyderabad H3",27-03-2026,27-03-2026,70131000,Blinkit,10120985,"Ocean Madison Wine Glass 22.3 cm(Pack)",18,356.25,356,Correct,420.38,420.08,Correct,635,,Incorrect,0,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Hyderabad H3",6769410129677,B00914,"MOONSTONE VENTURES LLP - Hyderabad H3","MOONSTONE VENTURES LLP - Hyderabad H3",27-03-2026,27-03-2026,70131000,Blinkit,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",18,407.7,407,Incorrect,481.09,480.26,Incorrect,748,,Incorrect,48,16,0,16,"PO Required: 16",
"MOONSTONE VENTURES LLP - Hyderabad H3",6769410129677,5V2055801G0054,"MOONSTONE VENTURES LLP - Hyderabad H3","MOONSTONE VENTURES LLP - Hyderabad H3",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,6,0,6,"PO Required: 6",
"Moonstone Ventures LLP - Moonstone - Jaipur J3",6478510101622,"P00840 2pcs","Moonstone Ventures LLP - Moonstone - Jaipur J3","Moonstone Ventures LLP - Moonstone - Jaipur J3",27-03-2026,27-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,36,0,36,"PO Required: 36",
"Moonstone Ventures LLP - Moonstone - Jaipur J3",6478510101622,P01960,"Moonstone Ventures LLP - Moonstone - Jaipur J3","Moonstone Ventures LLP - Moonstone - Jaipur J3",27-03-2026,27-03-2026,70131000,Blinkit,10125019,"Ocean Centra Whiskey Glass Set(Pack)",18,402.45,402,Correct,474.89,474.36,Incorrect,899,,Incorrect,0,40,0,40,"PO Required: 40",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,4GH010C04401G0001,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10209138,"Ocean Glass Lumi Clear Jar(Box)",18,253.87,253,Incorrect,299.57,298.54,Incorrect,455,,Incorrect,24,24,0,24,"PO Required: 24",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,P01960,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10125019,"Ocean Centra Whiskey Glass Set(Pack)",18,402.45,402,Correct,474.89,474.36,Incorrect,899,,Incorrect,0,16,0,16,"PO Required: 16",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,P00623,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10144271,"Ocean Glass Stack Bowl Set (Transparent)(Carton)",18,255.45,255,Correct,301.43,300.90,Incorrect,799,,Incorrect,72,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,"P00840 2pcs","MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,24,0,24,"PO Required: 24",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,5V2055801G0054,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,4GB006C02601G0001,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10209130,"Ocean Glass Lumi Jar(Box)",18,269.63,269,Incorrect,318.16,317.42,Incorrect,485,,Incorrect,24,24,0,24,"PO Required: 24",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,4GB006C04401G0001,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10209132,"Ocean Glass Lumi Jar(Box)",18,341.36,303,Incorrect,402.8,357.54,Incorrect,550,,Incorrect,24,24,0,24,"PO Required: 24",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,P00110,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10117067,"Ocean Solo Shot Glass(Box)",18,298.47,298,Correct,352.19,351.64,Incorrect,535,,Incorrect,0,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Guwahati G1",7164510037505,B00914,"MOONSTONE VENTURES LLP - Guwahati G1","MOONSTONE VENTURES LLP - Guwahati G1",27-03-2026,27-03-2026,70131000,Blinkit,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",18,407.7,407,Incorrect,481.09,480.26,Incorrect,748,,Incorrect,48,16,0,16,"PO Required: 16",
"Moonstone Ventures LLP - Noida N1",2867010106783,5V2055801G0054,"Moonstone Ventures LLP - Noida N1","Moonstone Ventures LLP - Noida N1",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,6,0,6,"PO Required: 6",
"Moonstone Ventures LLP - Noida N1",2867010106783,4GH010C04401G0001,"Moonstone Ventures LLP - Noida N1","Moonstone Ventures LLP - Noida N1",27-03-2026,27-03-2026,70131000,Blinkit,10209138,"Ocean Glass Lumi Clear Jar(Box)",18,253.87,253,Incorrect,299.57,298.54,Incorrect,455,,Incorrect,24,72,0,72,"PO Required: 72",
"Moonstone Ventures LLP - Nagpur N1",2549210068392,5V2055801G0054,"Moonstone Ventures LLP - Nagpur N1","Moonstone Ventures LLP - Nagpur N1",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,18,0,18,"PO Required: 18",
"Moonstone Ventures LLP - Mumbai M10",2273810226369,5V2055801G0054,"Moonstone Ventures LLP - Mumbai M10","Moonstone Ventures LLP - Mumbai M10",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,6,0,6,"PO Required: 6",
"Moonstone Ventures LLP - Faridabad",49060210005238,P00110,"Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",27-03-2026,27-03-2026,70131000,Blinkit,10117067,"Ocean Solo Shot Glass(Box)",18,298.47,298,Correct,352.19,351.64,Incorrect,535,,Incorrect,0,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Faridabad",49060210005238,4GH010C04401G0001,"Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",27-03-2026,27-03-2026,70131000,Blinkit,10209138,"Ocean Glass Lumi Clear Jar(Box)",18,253.87,253,Incorrect,299.57,298.54,Incorrect,455,,Incorrect,24,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Faridabad",49060210005238,5V2055801G0054,"Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,36,0,36,"PO Required: 36",
"Moonstone Ventures LLP - Faridabad",49060210005238,"P00840 2pcs","Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",27-03-2026,27-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,12,0,12,"PO Required: 12",
"MOONSTONE VENTURES LLP - Bengaluru B5",49989910005640,5V2055801G0054,"MOONSTONE VENTURES LLP - Bengaluru B5","MOONSTONE VENTURES LLP - Bengaluru B5",27-03-2026,27-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,18,0,18,"PO Required: 18",
"MOONSTONE VENTURES LLP - Bengaluru B5",49989910005640,B00914,"MOONSTONE VENTURES LLP - Bengaluru B5","MOONSTONE VENTURES LLP - Bengaluru B5",27-03-2026,27-03-2026,70131000,Blinkit,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",18,407.7,407,Incorrect,481.09,480.26,Incorrect,748,,Incorrect,48,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Kolkata K4",2135510305808,P01960,"Moonstone Ventures LLP - Kolkata K4","Moonstone Ventures LLP - Kolkata K4",24-03-2026,24-03-2026,70131000,Blinkit,10125019,"Ocean Centra Whiskey Glass Set(Pack)",18,402.45,402,Correct,474.89,474.36,Incorrect,899,,Incorrect,0,8,0,8,"PO Required: 8",
"MOONSTONE VENTURES LLP - Hyderabad H3",6769410128892,4GB006C04401G0001,"MOONSTONE VENTURES LLP - Hyderabad H3","MOONSTONE VENTURES LLP - Hyderabad H3",24-03-2026,24-03-2026,70131000,Blinkit,10209132,"Ocean Glass Lumi Jar(Box)",18,303.75,303,Incorrect,358.43,357.54,Incorrect,550,,Incorrect,24,24,0,24,"PO Required: 24",
"MOONSTONE VENTURES LLP - Hyderabad H3",6769410128892,P00110,"MOONSTONE VENTURES LLP - Hyderabad H3","MOONSTONE VENTURES LLP - Hyderabad H3",24-03-2026,24-03-2026,70131000,Blinkit,10117067,"Ocean Solo Shot Glass(Box)",18,298.47,298,Correct,352.19,351.64,Incorrect,535,,Incorrect,0,12,0,12,"PO Required: 12",
"Moonstone Ventures LLP - Faridabad",49060210004997,5V2055801G0054,"Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",24-03-2026,24-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Faridabad",49060210004997,P00110,"Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",24-03-2026,24-03-2026,70131000,Blinkit,10117067,"Ocean Solo Shot Glass(Box)",18,298.47,298,Correct,352.19,351.64,Incorrect,535,,Incorrect,0,12,0,12,"PO Required: 12",
"Moonstone Ventures LLP - Faridabad",49060210004997,B00914,"Moonstone Ventures LLP - Faridabad","Moonstone Ventures LLP - Faridabad",24-03-2026,24-03-2026,70131000,Blinkit,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",18,407.7,407,Incorrect,481.09,480.26,Incorrect,748,,Incorrect,48,8,0,8,"PO Required: 8",
"Moonstone Ventures LLP - Kundli",2108510153367,P00623,"Moonstone Ventures LLP - Kundli","Moonstone Ventures LLP - Kundli",24-03-2026,24-03-2026,70131000,Blinkit,10144271,"Ocean Glass Stack Bowl Set (Transparent)(Carton)",18,255.45,255,Correct,301.43,300.90,Incorrect,799,,Incorrect,72,12,0,12,"PO Required: 12",
"Moonstone Ventures LLP - Kundli",2108510153367,5V2055801G0054,"Moonstone Ventures LLP - Kundli","Moonstone Ventures LLP - Kundli",24-03-2026,24-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,48,0,48,"PO Required: 48",
"Moonstone Ventures LLP - Pune P3",43885710041047,B00914,"Moonstone Ventures LLP - Pune P3","Moonstone Ventures LLP - Pune P3",24-03-2026,24-03-2026,70131000,Blinkit,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",18,407.7,407,Incorrect,481.09,480.26,Incorrect,748,,Incorrect,48,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Pune P3",43885710041047,"P00840 2pcs","Moonstone Ventures LLP - Pune P3","Moonstone Ventures LLP - Pune P3",24-03-2026,24-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,36,0,36,"PO Required: 36",
"Moonstone Ventures LLP - Noida N1",2867010106341,5V2055801G0054,"Moonstone Ventures LLP - Noida N1","Moonstone Ventures LLP - Noida N1",24-03-2026,24-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,12,0,12,"PO Required: 12",
"Moonstone Ventures LLP - Noida N1",2867010106341,4GB006C02601G0001,"Moonstone Ventures LLP - Noida N1","Moonstone Ventures LLP - Noida N1",24-03-2026,24-03-2026,70131000,Blinkit,10209130,"Ocean Glass Lumi Jar(Box)",18,269.63,269,Incorrect,318.16,317.42,Incorrect,485,,Incorrect,24,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Dasna D3",2575710110730,5V2055801G0054,"Moonstone Ventures LLP - Dasna D3","Moonstone Ventures LLP - Dasna D3",24-03-2026,24-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,6,0,6,"PO Required: 6",
"Moonstone Ventures LLP - Mumbai M10",2273810225691,5V2055801G0054,"Moonstone Ventures LLP - Mumbai M10","Moonstone Ventures LLP - Mumbai M10",24-03-2026,24-03-2026,70133700,Blinkit,10209135,"Ocean Glass Divano Pitcher Water Jug (Transparent)(Box)",18,445.5,445,Correct,525.69,525.10,Incorrect,820,,Incorrect,6,12,0,12,"PO Required: 12",
"Moonstone Ventures LLP - Moonstone - Kolkata K5",27837510054184,P01960,"Moonstone Ventures LLP - Moonstone - Kolkata K5","Moonstone Ventures LLP - Moonstone - Kolkata K5",24-03-2026,24-03-2026,70131000,Blinkit,10125019,"Ocean Centra Whiskey Glass Set(Pack)",18,402.45,402,Correct,474.89,474.36,Incorrect,899,,Incorrect,0,16,0,16,"PO Required: 16",
"Moonstone Ventures LLP - Moonstone - Kolkata K5",27837510054184,"P00840 2pcs","Moonstone Ventures LLP - Moonstone - Kolkata K5","Moonstone Ventures LLP - Moonstone - Kolkata K5",24-03-2026,24-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,12,0,12,"PO Required: 12",
"Moonstone Ventures LLP - Ahmedabad A2",2737810129321,4GH010C04401G0001,"Moonstone Ventures LLP - Ahmedabad A2","Moonstone Ventures LLP - Ahmedabad A2",24-03-2026,24-03-2026,70131000,Blinkit,10209138,"Ocean Glass Lumi Clear Jar(Box)",18,253.87,253,Incorrect,299.57,298.54,Incorrect,455,,Incorrect,24,24,0,24,"PO Required: 24",
"Moonstone Ventures LLP - Ahmedabad A2",2737810129321,"P00840 2pcs","Moonstone Ventures LLP - Ahmedabad A2","Moonstone Ventures LLP - Ahmedabad A2",24-03-2026,24-03-2026,70131000,Blinkit,10155779,"Ocean Munich Beer Mug Set (Glass)(Box)",18,282.75,282,Incorrect,333.65,332.76,Incorrect,510,,Incorrect,8,12,0,12,"PO Required: 12",
